site_location,availability,BHK,society,bath,balcony,total_sqft,area_type,price
Bhanda ar Road,Ready To Move,3,,2,,1900,Plot  Area,92
Bhavani Peth,19-Jul,2,Soazak ,2,1,1299,Super built-up  Area,105
Bibvewadi,18-May,3,,3,3,1250,Super built-up  Area,40
Bopodi,Ready To Move,4,Ieuseut,4,2,1600,Plot  Area,300
Budhwar Peth,Ready To Move,2,Sothin ,2,1,925,Super built-up  Area,55
Bund Garden Road,Ready To Move,3,Sreat R,3,3,3900,Plot  Area,250
Camp,Ready To Move,2,,2,1,1107,Super built-up  Area,45
Chandan Nagar,Ready To Move,2,,2,2,1400,Plot  Area,160
Dapodi,Ready To Move,2,,2,1,1300,Super built-up  Area,67
Deccan Gymkhana,Ready To Move,2,,2,1,570,Built-up  Area,62
Dehu Road,Ready To Move,3,MadorSp,3,2,1715,Super built-up  Area,95
Dhankawadi,Ready To Move,2,,2,1,1200,Built-up  Area,55
Dhayari Phata,Ready To Move,6,,5,1,1200,Plot  Area,280
Dhole Patil Road,Ready To Move,2,,2,1,703,Super built-up  Area,60
Erandwane,18-Sep,2,,2,2,921,Super built-up  Area,29.47
Fatima Nagar,Ready To Move,2,Saavean,2,2,1144,Super built-up  Area,65
Fergusson College Road,21-Jan,1,PrarePa,1,1,525,Super built-up  Area,26.01
Ganesh Peth,Ready To Move,3,Asnex A,2,2,1400,Super built-up  Area,56
Ganeshkhind,18-Jun,1,Soresea,1,1,661,Super built-up  Area,33
Ghorpade Peth,Ready To Move,6,,6,2,1200,Plot  Area,160
Ghorpadi,Ready To Move,5,,5,2,1200,Built-up  Area,70
Gokhale Nagar,Ready To Move,3,Prensya,3,1,1705,Super built-up  Area,91
Gultekdi,Ready To Move,5,,5,1,1035,Plot  Area,170
Guruwar peth,Ready To Move,3,SRldsnt,2,0,1430,Super built-up  Area,55
Hadapsar,Ready To Move,2,Srconor,2,2,1240,Super built-up  Area,55
Hadapsar Industrial Estate,Ready To Move,3,,2,2,1325,Super built-up  Area,60.8
Hingne Khurd,Ready To Move,2,MenueNo,2,2,1230,Super built-up  Area,44
Jangali Maharaj Road,Ready To Move,2,,2,3,1000,Super built-up  Area,28
Kalyani Nagar,Ready To Move,4,,2,1,740,Plot  Area,24.5
Karve Nagar,Ready To Move,3,SLnssPr,2,2,1330,Super built-up  Area,46.45
Karve Road,Ready To Move,4,Adeatlm,5,,3005,Super built-up  Area,275
Kasba Peth,Ready To Move,3,FBazaah,3,2,1300,Super built-up  Area,170
Katraj,Ready To Move,2,RInceeg,2,2,1243,Super built-up  Area,46
Khadaki,Ready To Move,4,,2,1,936,Built-up  Area,60.84
Khadki,18-Apr,3,,2,2,1500,Super built-up  Area,100
Kharadi,Ready To Move,3,,4,1,1200,Plot  Area,156
Kondhwa,Ready To Move,2,,2,2,1073,Built-up  Area,72
Kondhwa Budruk,Ready To Move,2,GKityde,2,2,1300,Built-up  Area,56
Kondhwa Khurd,18-May,4,Prldsum,4,3,4201,Plot  Area,435
Koregaon Pa ,18-Dec,2,,2,1,1065,Built-up  Area,30.75
Kothrud,18-Apr,2,Prtates,2,1,1216,Super built-up  Area,66.88
Law College Road,Ready To Move,3,DLhtsen,3,2,1252,Built-up  Area,59
Laxmi Road,19-Aug,2,,2,1,1196,Super built-up  Area,44.8
Lulla Nagar,Ready To Move,2,Srrnasa,2,2,1027,Built-up  Area,44
Mahatma Gandhi Road,Ready To Move,3,,2,1,610,Plot  Area,75
Mangalwar peth,Ready To Move,3,,2,2,1270,Super built-up  Area,57.15
Manik Bagh,16-Nov,2,Prs 2hi,2,2,1171,Super built-up  Area,39
Ma et yard,Ready To Move,3,,2,3,1215,Super built-up  Area,48.6
Model colony,Ready To Move,1,,1,0,600,Plot  Area,20
Mukund Nagar,19-Dec,2,Oreldhi,2,1,1180,Super built-up  Area,77
Mundhawa,18-Aug,2,Sryalan,2,1,1160,Built-up  Area,33.51
Nagar Road,Ready To Move,4,LGrldti,4,3,4382,Plot  Area,400
Nana Peth,20-Sep,3,Goted U,3,2,2140,Super built-up  Area,139
Narayan Peth,Ready To Move,3,GoandAc,3,1,1500,Super built-up  Area,100
Narayangaon,Ready To Move,2,Naavehi,2,2,1008,Super built-up  Area,52
Navi Peth,Ready To Move,3,SoechHa,4,3,1921,Super built-up  Area,129
Padmavati,Ready To Move,2,Puncyya,2,2,1127,Super built-up  Area,32
Parvati Darshan,18-May,3,Pumesim,3,1,1621,Super built-up  Area,124
Pashan,Ready To Move,3,,3,0,2400,Plot  Area,360
Paud Road,Ready To Move,3,,2,2,1030,Super built-up  Area,77.25
Pirangut,18-Aug,2,,2,1,1314,Super built-up  Area,84
Prabhat Road,Ready To Move,3,GRhtiru,3,1,1220,Super built-up  Area,56
Pune Railway Station,18-Mar,4,,3,1,600,Plot  Area,97
Rasta Peth,Ready To Move,3,Meowns ,2,3,1590,Built-up  Area,85
Raviwar Peth,Ready To Move,2,,2,1,703,Super built-up  Area,49.5
Sadashiv Peth,18-Aug,3,Maunt M,3,2,1795,Super built-up  Area,64.62
Sahakar Nagar,Ready To Move,4,,3,0,3000,Built-up  Area,132
Salunke Vihar,18-Dec,4,Kla  L,4,2,4395,Super built-up  Area,242
Sasson Road,Ready To Move,2,KBityo ,2,1,825,Super built-up  Area,35
Satara Road,18-Dec,4,Nileyap,6,1,4025,Super built-up  Area,350
Senapati Bapat Road,22-Jan,3,,2,1,1254,Super built-up  Area,70
Shaniwar Peth,Ready To Move,3,,3,2,2040,Built-up  Area,114
Shivaji Nagar,Ready To Move,3,Prtanha,4,2,2215,Super built-up  Area,154
Shukrawar Peth,Ready To Move,2,Tahtsla,2,2,1478,Super built-up  Area,125
Sinhagad Road,Ready To Move,3,Sariaat,4,3,2475,Super built-up  Area,337
Somwar Peth,Ready To Move,3,Bhacy L,3,2,1669,Super built-up  Area,298
Swargate,Ready To Move,3,Roa an,3,2,1820,Super built-up  Area,79.5
Tilak Road,19-Dec,3,Prhar G,3,1,1623,Super built-up  Area,89
Uruli Devachi,Ready To Move,2,RInceeg,2,2,1243,Super built-up  Area,46
Vadgaon Budruk,Ready To Move,2,Elodsre,2,2,1200,Super built-up  Area,40.5
Wadgaon Sheri,Ready To Move,3,Sklls C,3,3,1613,Super built-up  Area,72
Viman Nagar,Ready To Move,2,Almid P,2,2,1293,Super built-up  Area,80
Vishrant Wadi,Ready To Move,2,Corus C,2,2,1065,Super built-up  Area,28.5
Wagholi,18-Apr,2,SunetSo,2,1,940,Super built-up  Area,69.57
Wakadewadi,Ready To Move,3,Trurea ,2,1,1181,Super built-up  Area,65
Wanowrie,Ready To Move,3,Sariaat,3,2,2215,Super built-up  Area,275
Warje,Ready To Move,1,RookaJh,2,,1100,Built-up  Area,75
Yerawada,Ready To Move,2,,2,1,1050,Super built-up  Area,36
Alandi Road,Ready To Move,3,Mayne A,2,1,1260,Super built-up  Area,75
Ambegaon Budruk,Ready To Move,5,,3,2,2800,Super built-up  Area,425
Anandnagar,Ready To Move,3,,3,2,1500,Super built-up  Area,56
Aundh,Ready To Move,6,Coronte,6,3,1200,Plot  Area,132
Aundh Road,18-May,2,,2,0,1000,Plot  Area,66
Balaji Nagar,Ready To Move,3,PaantPl,3,3,1530,Super built-up  Area,73
Baner,Ready To Move,2,NRosete,2,2,1140,Super built-up  Area,46
Baner road,Ready To Move,3,AlEcone,3,3,1864,Super built-up  Area,115
Bhanda ar Road,Ready To Move,3,Coa It ,3,3,1575,Built-up  Area,55
Bhavani Peth,18-Dec,3,AkA ti,3,,1200,Plot  Area,105
Bibvewadi,Ready To Move,2,Deade A,2,1,945,Super built-up  Area,45
Bopodi,Ready To Move,3,Kla  L,3,2,1691,Super built-up  Area,100
Budhwar Peth,Ready To Move,2,,2,3,1200,Plot  Area,135
Bund Garden Road,18-Aug,3,Sryalan,3,1,1220,Built-up  Area,35.25
Camp,Ready To Move,1,KHnumla,1,1,600,Built-up  Area,35
Chandan Nagar,18-Aug,2,SSdhimr,2,2,1160,Super built-up  Area,39
Dapodi,Ready To Move,3,AlEcone,2,,1950,Super built-up  Area,89.5
Deccan Gymkhana,Ready To Move,3,Prlla C,3,1,1650,Super built-up  Area,85
Dehu Road,Ready To Move,4,,4,1,2400,Built-up  Area,150
Dhankawadi,Ready To Move,2,SLtias ,1,1,795,Super built-up  Area,32.6
Dhayari Phata,Ready To Move,5,,5,1,800,Plot  Area,95
Dhole Patil Road,Ready To Move,5,,5,1,1400,Plot  Area,97
Erandwane,Ready To Move,3,,4,1,2285,Super built-up  Area,165
Fatima Nagar,Ready To Move,2,RInceeg,2,2,1243,Super built-up  Area,46
Fergusson College Road,Ready To Move,2,DiiteR ,2,1,1263,Super built-up  Area,51.5
Ganesh Peth,Ready To Move,5,,4,2,1200,Super built-up  Area,115
Ganeshkhind,Ready To Move,3,SLureSi,2,1,1345,Super built-up  Area,69
Ghorpade Peth,Ready To Move,5,,5,3,4400,Built-up  Area,240
Ghorpadi,Ready To Move,3,GMown E,2,1,1360,Super built-up  Area,58
Gokhale Nagar,Ready To Move,2,,2,1,1026,Super built-up  Area,60.55
Gultekdi,Ready To Move,2,,2,2,1050,Super built-up  Area,38
Guruwar peth,Ready To Move,3,,3,3,1460,Super built-up  Area,76
Hadapsar,Ready To Move,3,,2,2,1525,Super built-up  Area,91.48
Hadapsar Industrial Estate,Ready To Move,3,PuandHi,3,2,1843,Built-up  Area,85
Hingne Khurd,18-Aug,2,,2,3,1000,Super built-up  Area,25
Jangali Maharaj Road,Ready To Move,3,KHage G,2,1,1642,Super built-up  Area,115
Kalyani Nagar,Ready To Move,3,,2,0,1200,Plot  Area,66
Karve Nagar,Ready To Move,2,,2,1,975,Super built-up  Area,60
Karve Road,Ready To Move,3,Prityel,2,1,1075,Super built-up  Area,44
Kasba Peth,18-Feb,2,,2,1,1210,Super built-up  Area,77.93
Katraj,Ready To Move,3,,3,2,2000,Super built-up  Area,100
Khadaki,Ready To Move,2,DLhtsnd,2,0,1225,Super built-up  Area,68
Khadki,Ready To Move,2,HRaniIb,2,1,1290,Super built-up  Area,80.04
Kharadi,Ready To Move,2,,2,0,1220,Built-up  Area,56
Kondhwa,Ready To Move,1,,2,0,1500,Plot  Area,85
Kondhwa Budruk,Ready To Move,2,Maisehi,2,2,1361,Super built-up  Area,79
Kondhwa Khurd,Ready To Move,5,,4,1,2801.25,Plot  Area,462
Koregaon Pa ,Ready To Move,2,NCaveun,2,2,1394,Built-up  Area,85
Kothrud,Ready To Move,2,,2,1,870,Super built-up  Area,27
Law College Road,Ready To Move,4,,5,3,5000,Plot  Area,300
Laxmi Road,18-May,2,Pumesim,2,2,1222,Super built-up  Area,98
Lulla Nagar,Ready To Move,2,Mahosya,2,1,1420,Super built-up  Area,99.39
Mahatma Gandhi Road,Ready To Move,3,,3,2,1846,Super built-up  Area,135
Mangalwar peth,Ready To Move,2,,2,1,1688.12,Plot  Area,270
Manik Bagh,Ready To Move,2,IBityin,2,2,1167,Super built-up  Area,64.08
Ma et yard,Ready To Move,2,,2,2,902,Super built-up  Area,25
Model colony,Ready To Move,4,,4,3,2422,Super built-up  Area,135
Mukund Nagar,Ready To Move,2,,2,2,1050,Super built-up  Area,52.5
Mundhawa,Ready To Move,2,,2,0,1000,Built-up  Area,50
Nagar Road,Ready To Move,2,,2,0,1260,Built-up  Area,58
Nana Peth,Ready To Move,3,,3,2,3000,Built-up  Area,450
Narayan Peth,Ready To Move,2,DLhtsen,2,2,939,Super built-up  Area,39
Navi Peth,Ready To Move,1,,1,0,600,Plot  Area,37
Padmavati,Ready To Move,2,,2,1,1298,Built-up  Area,59
Parvati Darshan,Ready To Move,3,Asintas,3,2,1710,Super built-up  Area,135
Pashan,Ready To Move,2,Srnumum,2,1,1000,Super built-up  Area,45
Paud Road,Ready To Move,3,Reitice,3,3,3350,Super built-up  Area,150
Pirangut,Ready To Move,2,,4,1,1200,Plot  Area,138
Prabhat Road,Ready To Move,2,,2,2,1100,Built-up  Area,68
Pune Railway Station,Ready To Move,1,Vaniai ,1,1,615,Super built-up  Area,46
Rasta Peth,18-Apr,2,PualeSk,2,1,1350,Super built-up  Area,85
Raviwar Peth,Ready To Move,4,,5,2,5000,Built-up  Area,325
Sadashiv Peth,Ready To Move,3,Lelia M,3,1,2700,Super built-up  Area,501
Sahakar Nagar,Ready To Move,6,,6,2,4000,Plot  Area,460
Salunke Vihar,Ready To Move,3,Soiniy ,3,2,1718,Super built-up  Area,130
Sasson Road,Ready To Move,3,Eladero,3,2,1680,Super built-up  Area,112
Satara Road,Ready To Move,2,,2,0,1500,Plot  Area,90
Senapati Bapat Road,18-May,3,AsastDe,2,1,1157,Super built-up  Area,72
Shaniwar Peth,Ready To Move,2,,2,1,1179,Super built-up  Area,51
Shivaji Nagar,Ready To Move,2,RatosAr,2,0,1255 - 1375,Super built-up  Area,60.48
Shukrawar Peth,18-Mar,2,,2,2,1105,Super built-up  Area,28.18
Sinhagad Road,Ready To Move,3,Bregae ,3,2,1800,Super built-up  Area,175
Somwar Peth,Ready To Move,2,ShshaSa,2,1,1010,Super built-up  Area,52
Swargate,18-Jan,1,Pra un,1,1,630,Super built-up  Area,46
Tilak Road,19-Apr,2,,2,1,1200,Plot  Area,36.1
Uruli Devachi,Ready To Move,2,,2,1,1025,Super built-up  Area,60
Vadgaon Budruk,Ready To Move,2,,2,2,1195,Super built-up  Area,59
Wadgaon Sheri,18-Feb,2,Alsta F,2,1,1012,Super built-up  Area,58
Viman Nagar,Ready To Move,3,SoitaCa,4,2,1884,Super built-up  Area,118
Vishrant Wadi,Ready To Move,2,Soe 2as,2,1,1090,Super built-up  Area,37
Wagholi,Ready To Move,3,Prone M,3,2,1300,Super built-up  Area,77.99
Wakadewadi,Ready To Move,4,IDldsin,4,2,2950,Super built-up  Area,250
Wanowrie,Ready To Move,3,SrEndPo,3,3,1710,Super built-up  Area,85
Warje,Ready To Move,3,,3,1,1500,Super built-up  Area,68
Yerawada,Ready To Move,3,Jae 1ke,2,2,1310,Super built-up  Area,53
Alandi Road,18-Dec,2,,1,1,674,Super built-up  Area,19.9
Ambegaon Budruk,Ready To Move,3,,3,2,1350,Built-up  Area,70
Anandnagar,Ready To Move,3,PlhtsHe,2,2,1464,Built-up  Area,115
Aundh,Ready To Move,3,Asara S,2,1,715,Built-up  Area,29
Aundh Road,18-Dec,3,,2,1,1400,Built-up  Area,40.45
Balaji Nagar,19-Dec,3,DSineSt,2,2,1625,Super built-up  Area,48.75
Baner,18-Dec,2,,2,1,1065,Built-up  Area,30.76
Baner road,Ready To Move,6,,4,1,510,Plot  Area,70
Bhanda ar Road,Ready To Move,3,,3,3,1385,Super built-up  Area,90
Bhavani Peth,Ready To Move,2,JKmesHo,2,1,1040,Super built-up  Area,50
Bibvewadi,Ready To Move,3,,3,2,1817,Super built-up  Area,110
Bopodi,Ready To Move,2,PSterAs,2,1,1205,Super built-up  Area,47
Budhwar Peth,Ready To Move,2,,2,2,1070,Super built-up  Area,33.43
Bund Garden Road,Ready To Move,2,,2,1,1070,Super built-up  Area,52
Camp,Ready To Move,2,,2,1,1340,Super built-up  Area,75
Chandan Nagar,Ready To Move,2,ARomee ,2,2,980,Super built-up  Area,35
Dapodi,Ready To Move,2,SVthaho,2,0,1006,Built-up  Area,44
Deccan Gymkhana,Ready To Move,2,Bhmesy ,2,1,1098,Super built-up  Area,71
Dehu Road,Ready To Move,2,MyeurGr,2,1,1200,Built-up  Area,53.5
Dhankawadi,Ready To Move,4,Prtanha,4,,4190,Super built-up  Area,325
Dhayari Phata,Ready To Move,2,Ahriaup,2,1,1019,Super built-up  Area,62
Dhole Patil Road,18-May,2,,2,2,1150,Super built-up  Area,40.21
Erandwane,Ready To Move,3,Vaensnd,3,1,1733.5,Plot  Area,120
Fatima Nagar,Ready To Move,2,Essic C,2,2,1415,Super built-up  Area,120
Fergusson College Road,21-Dec,3,,3,2,1750,Built-up  Area,58
Ganesh Peth,18-Dec,3,,3,2,1537,Super built-up  Area,81
Ganeshkhind,Ready To Move,2,Mawerer,2,2,1050,Built-up  Area,45
Ghorpade Peth,Ready To Move,3,JRrnauv,3,3,1452,Super built-up  Area,55.6
Ghorpadi,Ready To Move,2,IBictnd,2,1,1246,Super built-up  Area,95
Gokhale Nagar,Ready To Move,3,PrrloMo,4,2,1890,Built-up  Area,85
Gultekdi,18-May,2,MJtroty,2,1,972,Super built-up  Area,40
Guruwar peth,Ready To Move,4,,4,2,10624,Plot  Area,2340
Hadapsar,Ready To Move,4,Goodsrb,5,3,1500,Plot  Area,160
Hadapsar Industrial Estate,18-Aug,1,Pra un,1,1,630,Super built-up  Area,33.7
Jangali Maharaj Road,Ready To Move,3,,2,1,1255,Built-up  Area,60
Kalyani Nagar,Ready To Move,4,,4,2,1900,Plot  Area,185
Karve Nagar,Ready To Move,3,,3,1,2440,Plot  Area,142
Karve Road,21-May,3,GolusLi,3,3,1938,Super built-up  Area,92.69
Kasba Peth,Ready To Move,3,,3,2,1711,Super built-up  Area,125
Katraj,Ready To Move,5,,4,3,1200,Plot  Area,240
Khadaki,18-Jul,2,Pu270a ,2,1,1392,Super built-up  Area,95
Khadki,18-Mar,2,SNnia E,2,1,1225,Super built-up  Area,77
Kharadi,Ready To Move,4,Saitya ,3,,3418,Super built-up  Area,235
Kondhwa,Ready To Move,3,Soweray,3,2,1750,Super built-up  Area,120
Kondhwa Budruk,Ready To Move,3,Mayne A,2,1,1260,Super built-up  Area,80
Kondhwa Khurd,19-Dec,1,AsastDe,1,1,691,Super built-up  Area,31.1
Koregaon Pa ,Ready To Move,4,,3,2,2400,Plot  Area,400
Kothrud,Ready To Move,2,NDionas,2,1,1285,Super built-up  Area,78
Law College Road,Ready To Move,3,Thuse F,3,2,1590,Built-up  Area,96
Laxmi Road,Ready To Move,3,JSyane ,3,2,1571,Super built-up  Area,65
Lulla Nagar,Ready To Move,5,,5,1,2800,Built-up  Area,220
Mahatma Gandhi Road,Ready To Move,2,,2,1,1060,Super built-up  Area,48.66
Mangalwar peth,Ready To Move,2,Shateor,2,1,1255,Super built-up  Area,58
Manik Bagh,Ready To Move,4,,4,0,702,Plot  Area,65
Ma et yard,Ready To Move,3,,2,2,2400,Plot  Area,185
Model colony,Ready To Move,3,SNity S,2,3,1520,Super built-up  Area,81
Mukund Nagar,Ready To Move,3,Wiowsri,,,1430 - 1630,Super built-up  Area,70.99
Mundhawa,Ready To Move,2,MJlese ,2,1,1170,Super built-up  Area,45.51
Nagar Road,Ready To Move,3,,3,2,1580,Super built-up  Area,75
Nana Peth,Ready To Move,3,SoystAm,3,2,1777.26,Super built-up  Area,89
Narayan Peth,Ready To Move,2,GrrvaGr,2,2,1303,Super built-up  Area,55.78
Narayangaon,Ready To Move,2,,2,3,1680,Built-up  Area,59
Navi Peth,Ready To Move,3,Sonviik,2,,1495,Built-up  Area,70
Padmavati,18-Mar,3,Miitat ,3,1,1835,Super built-up  Area,108
Parvati Darshan,Ready To Move,3,,3,1,610,Plot  Area,60
Pashan,Ready To Move,2,,2,2,1080,Built-up  Area,38
Paud Road,18-Dec,2,,2,1,1025,Built-up  Area,29.61
Pirangut,18-Aug,2,SNnia E,2,1,1225,Super built-up  Area,67.48
Prabhat Road,20-Jan,1,Soresea,1,1,656,Super built-up  Area,34.77
Pune Railway Station,Ready To Move,2,Ascid P,2,2,994,Super built-up  Area,45
Rasta Peth,Ready To Move,2,Pao 2Sm,2,1,1025,Super built-up  Area,65
Raviwar Peth,Ready To Move,2,VRave E,2,2,1156,Built-up  Area,52
Sadashiv Peth,Ready To Move,2,Maa r ,2,2,1250,Super built-up  Area,60
Sahakar Nagar,Ready To Move,4,Roima A,4,3,3092,Built-up  Area,230
Salunke Vihar,Ready To Move,3,SoitaCa,4,2,1930,Super built-up  Area,122
Sasson Road,Ready To Move,2,Saeraep,2,1,1020,Built-up  Area,70
Satara Road,Ready To Move,3,,2,1,1310,Built-up  Area,70
Senapati Bapat Road,19-Dec,1,Vaniai ,1,0,610 - 615,Super built-up  Area,27.565
Shaniwar Peth,Ready To Move,2,Prdhue ,2,3,1322,Built-up  Area,70
Shivaji Nagar,Ready To Move,2,,2,2,1160,Super built-up  Area,57
Shukrawar Peth,Ready To Move,2,,2,2,1100,Super built-up  Area,48
Sinhagad Road,Ready To Move,3,RothaVa,3,3,1720,Built-up  Area,150
Somwar Peth,18-Jul,3,PuendWe,3,2,1689,Super built-up  Area,103
Swargate,Ready To Move,2,,2,1,1090,Super built-up  Area,47.42
Tilak Road,Ready To Move,2,,2,0,2000,Super built-up  Area,75
Uruli Devachi,Ready To Move,2,Patust ,2,2,1155,Super built-up  Area,69
Vadgaon Budruk,Ready To Move,6,,6,0,4000,Built-up  Area,230
Wadgaon Sheri,18-Jun,4,Marthur,5,0,3913,Built-up  Area,176
Viman Nagar,Ready To Move,3,Brium C,5,2,3520,Super built-up  Area,320
Vishrant Wadi,18-Jun,2,,2,2,1125,Super built-up  Area,39.98
Wagholi,18-Apr,3,Hotat H,3,3,1847,Built-up  Area,92
Wakadewadi,Ready To Move,3,Srncya ,2,1,1515,Super built-up  Area,76
Warje,Ready To Move,5,,3,1,2500,Plot  Area,120
Yerawada,Ready To Move,2,Srntssh,2,2,1130,Built-up  Area,55
Alandi Road,Ready To Move,2,Goner C,2,1,1049,Super built-up  Area,51
Ambegaon Budruk,Ready To Move,3,,4,0,2650,Super built-up  Area,175
Anandnagar,18-Dec,2,,2,1,850,Super built-up  Area,25.4
Aundh,20-Jan,3,DNncasa,3,2,1842,Super built-up  Area,115
Aundh Road,Ready To Move,5,,5,3,2600,Plot  Area,370
Balaji Nagar,20-Dec,2,ArndsSk,2,1,1282,Super built-up  Area,72
Baner,Ready To Move,2,PrncyRe,2,1,800,Super built-up  Area,40
Baner road,Ready To Move,4,,4,2,1200,Plot  Area,240
Bhanda ar Road,18-Sep,3,SunceEs,2,2,1190,Super built-up  Area,30.35
Bhavani Peth,18-May,3,Vrenty ,2,1,1318,Super built-up  Area,68
Bibvewadi,19-Jul,2,Soazak ,2,1,1698,Super built-up  Area,105
Bopodi,Ready To Move,3,,2,1,2030,Super built-up  Area,182
Budhwar Peth,Ready To Move,3,DSOakil,2,1,1276,Super built-up  Area,31.9
Bund Garden Road,Ready To Move,3,Maenara,2,1,1555,Super built-up  Area,67
Camp,17-May,3,Ahriaup,3,2,1881,Super built-up  Area,145
Chandan Nagar,Ready To Move,3,,3,2,2900,Super built-up  Area,325
Dapodi,18-Jul,3,Miitat ,3,2,1890,Super built-up  Area,109
Deccan Gymkhana,Ready To Move,5,,5,,900,Super built-up  Area,135
Dehu Road,20-Dec,2,SheldGr,2,1,935,Super built-up  Area,32
Dhankawadi,Ready To Move,2,Santspa,2,3,1000,Super built-up  Area,58
Dhayari Phata,Ready To Move,3,,3,2,1510,Super built-up  Area,75
Dhole Patil Road,Ready To Move,2,,2,1,1120,Built-up  Area,50
Erandwane,Ready To Move,2,,2,1,930,Super built-up  Area,25.99
Fatima Nagar,Ready To Move,3,Itvir M,2,2,1160,Super built-up  Area,42
Fergusson College Road,Ready To Move,2,GrrvaGr,2,2,1419,Super built-up  Area,48.1
Ganesh Peth,Ready To Move,2,,2,2,1175,Super built-up  Area,62
Ganeshkhind,Ready To Move,3,DSsorin,2,1,1350,Built-up  Area,63
Ghorpade Peth,Ready To Move,3,Sariaat,3,2,2215,Super built-up  Area,330
Ghorpadi,Ready To Move,2,DSvar S,2,1,996,Super built-up  Area,24.9
Gokhale Nagar,19-Dec,2,DSapeto,2,1,1076,Super built-up  Area,30.13
Gultekdi,Ready To Move,4,,4,3,2180,Super built-up  Area,115
Guruwar peth,Ready To Move,3,HMonymp,3,3,1715,Super built-up  Area,112
Hadapsar,Ready To Move,2,Srntsha,2,2,1072,Super built-up  Area,45
Hadapsar Industrial Estate,Ready To Move,2,SVnamnd,2,1,1230,Super built-up  Area,80
Hingne Khurd,Ready To Move,3,,2,1,1600,Super built-up  Area,65
Jangali Maharaj Road,18-Dec,3,Bhe 2ko,3,1,1411,Super built-up  Area,93.25
Kalyani Nagar,Ready To Move,5,,5,3,3600,Built-up  Area,145
Karve Nagar,Ready To Move,3,,3,2,2404,Super built-up  Area,138
Karve Road,Ready To Move,4,,4,,1200,Plot  Area,190
Kasba Peth,18-Apr,3,,3,2,1200,Plot  Area,226
Katraj,Ready To Move,3,Srtasno,3,1,1208,Built-up  Area,45
Khadaki,Ready To Move,5,,5,2,1700,Plot  Area,300
Khadki,18-Dec,2,SNnia E,2,1,1225,Super built-up  Area,69.84
Kharadi,18-Sep,2,Arcia S,2,1,1162,Super built-up  Area,69
Kondhwa,Ready To Move,3,Pronyt ,2,1,1262,Super built-up  Area,65
Kondhwa Budruk,18-Apr,2,,2,2,1050,Super built-up  Area,35
Kondhwa Khurd,18-Dec,2,Sryalan,2,1,1160,Built-up  Area,33.51
Koregaon Pa ,18-Jul,3,,3,1,1500,Plot  Area,61.95
Kothrud,Ready To Move,3,,3,3,1610,Super built-up  Area,85
Law College Road,Ready To Move,2,SSthamh,2,2,1340,Super built-up  Area,41
Laxmi Road,Ready To Move,3,Adeatlm,4,2,2275,Super built-up  Area,182
Lulla Nagar,Ready To Move,2,PrityTr,2,1,1162,Super built-up  Area,58
Mahatma Gandhi Road,Ready To Move,2,,2,0,1500,Built-up  Area,145
Mangalwar peth,Ready To Move,4,,3,1,3150,Plot  Area,135
Manik Bagh,18-Jul,2,SJerse ,2,2,1170,Super built-up  Area,65
Ma et yard,Ready To Move,2,Mailsaf,2,1,980,Super built-up  Area,25
Model colony,Ready To Move,3,,3,2,1800,Built-up  Area,60
Mukund Nagar,20-Dec,3,Brens7 ,2,1,1423,Super built-up  Area,71.73
Mundhawa,Ready To Move,2,Jaisemi,2,3,1106,Super built-up  Area,40
Nagar Road,Ready To Move,2,Jaood G,2,2,1105,Built-up  Area,27.6
Nana Peth,Ready To Move,4,,6,2,7500,Plot  Area,1800
Narayan Peth,Ready To Move,2,AmiewLa,2,1,1255,Super built-up  Area,56.7
Narayangaon,Ready To Move,3,Shthi S,2,2,1525,Super built-up  Area,65
Navi Peth,17-Aug,2,ARngsd ,2,1,1061,Super built-up  Area,38.95
Padmavati,19-Mar,2,,2,2,600,Plot  Area,29.5
Parvati Darshan,18-May,3,Sryalan,2,2,1400,Super built-up  Area,40.45
